銘柄,銘柄,銘柄,取引区分,期限,預り区分,約定日,受渡日,株数,平均約定単価,手数料・諸経費等,課税額・譲渡益税,受渡金額・決済損益,受渡金額(日計り分)
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.8",24,--,-304,--
4676,フジ・メディア・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,949",90,--,190,--
4676,フジ・メディア・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,"1,100","3,157",266,--,"-5,766",--
4676,フジ・メディア・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,800,"3,158",194,--,"-3,394",--
4676,フジ・メディア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,949.1",45,--,95,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,949.5",45,--,265,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,949",45,--,-645,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,949.6",90,--,550,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,949.1",45,--,185,--
4676,フジ・メディア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,949.2",45,--,225,--
4676,フジ・メディア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,949.3",45,--,245,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.9",24,--,-244,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,152.3",23,--,"4,907",--
4676,フジ・メディア・ホールディングス,PTS(J),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.1",24,--,-324,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,152.4",23,--,"4,927",--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,152.5",23,--,"5,077",--
4676,フジ・メディア・ホールディングス,PTS(J),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.2",24,--,-284,--
4676,フジ・メディア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.6",24,--,-364,--
4676,フジ・メディア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.9",24,--,-254,--
4676,フジ・メディア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,152.4",23,--,"5,437",--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,152.5",23,--,"5,447",--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.8",24,--,-334,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.8",24,--,-344,--
6135,牧野フライス製作所,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"9,609",626,--,"52,274",--
6135,牧野フライス製作所,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"9,852",76,--,"-5,876",--
6135,牧野フライス製作所,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"9,853",75,--,"5,225",--
6146,ディスコ,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,593.2",265,--,385,--
6146,ディスコ,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,590.8",265,--,165,--
6146,ディスコ,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,590.8",265,--,135,--
6146,ディスコ,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,480",267,--,"-44,667",--
6146,ディスコ,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,937.1",268,--,"-2,458",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"7,108",55,--,"-10,355",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"7,109",55,--,"-10,255",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"7,137.5",55,--,"-7,405",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,120",227,--,"-73,207",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,120",227,--,"-73,217",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,120",110,--,"-32,340",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,570.7",227,--,"-26,707",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,225.5",110,--,"-21,510",--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,160.7",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,161.2",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,161.1",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,097.8",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,160.8",--,--,--,--
4676,フジ・メディア・ホールディングス,東証,信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,"2,200","3,162",--,--,--,--
4676,フジ・メディア・ホールディングス,東証,信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,103",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,160.8",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(J),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,161.9",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,161.6",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,161.1",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,101.5",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,097.8",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,102.9",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,156.8",--,--,--,--
6135,牧野フライス製作所,東証,信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"9,800",--,--,--,--
6135,牧野フライス製作所,東証,信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"9,910",--,--,--,--
6135,牧野フライス製作所,東証,信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"9,910",--,--,--,--
6135,牧野フライス製作所,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"9,910",--,--,--,--
6146,ディスコ,東証,信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,610",--,--,--,--
6146,ディスコ,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,924",--,--,--,--
6146,ディスコ,PTS(O),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,586.5",--,--,--,--
6146,ディスコ,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,959",--,--,--,--
6146,ディスコ,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,586.8",--,--,--,--
6146,ディスコ,PTS(O),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"34,586.7",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,300,"7,211",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,442.3",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,439.5",--,--,--,--
6920,レーザーテック,東証,信用新規買,６ヵ月,特定,2025/05/19,2025/05/21,200,"14,055",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,190.3",13,--,"2,047",--
3086,Ｊ．フロント　リテイリング,PTS(O),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,189.9",6,--,"8,104",--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,190.5",6,--,"1,004",--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,190.5",13,--,"2,007",--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,190.5",6,--,994,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,189.6",6,--,"8,134",--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,190",6,--,"8,094",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,190.2",6,--,"1,024",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,190",13,--,"16,187",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,300,"2,190.1",19,--,"2,951",--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,190",13,--,"16,307",--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,190",13,--,"16,267",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,189.6",6,--,"8,134",--
6920,レーザーテック,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,134.6",42,--,518,--
6920,レーザーテック,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,134.5",42,--,628,--
6920,レーザーテック,PTS(J),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,134.5",42,--,628,--
6920,レーザーテック,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,200,"14,134.5",85,--,"1,535",--
6920,レーザーテック,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,134.7",42,--,78,--
6920,レーザーテック,PTS(X),信用返済買,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,134.7",42,--,508,--
2329,東北新社,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,100,623,--,--,"62,300",--
2329,東北新社,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,100,622.5,--,--,"62,250",--
2329,東北新社,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,300,630,--,--,"189,000",--
3417,大木ヘルスケアホールディングス,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,100,982.1,--,--,"98,210",--
3417,大木ヘルスケアホールディングス,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,100,983,--,--,"98,300",--
3417,大木ヘルスケアホールディングス,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,300,982,--,--,"294,600",--
7521,ムサシ,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,100,"1,570",--,--,"157,000",--
7521,ムサシ,PTS(J),現物売,--,特定,2025/05/16,2025/05/20,100,"1,562",--,--,"156,200",--
7868,広済堂ホールディングス,PTS(X),現物売,--,特定,2025/05/16,2025/05/20,100,484.9,--,--,"48,490",--
7868,広済堂ホールディングス,PTS(O),現物売,--,特定,2025/05/16,2025/05/20,100,484.7,--,--,"48,470",--
7868,広済堂ホールディングス,PTS(X),現物売,--,特定,2025/05/16,2025/05/20,100,485,--,--,"48,500",--
7868,広済堂ホールディングス,PTS(X),現物売,--,特定,2025/05/16,2025/05/20,100,484.7,--,--,"48,470",--
7868,広済堂ホールディングス,PTS(O),現物売,--,特定,2025/05/16,2025/05/20,100,484.9,--,--,"48,490",--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,300,"2,158",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,177.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,100.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,500,"2,099.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,500,"2,158.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,100.9",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,100.7",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,300,"2,196.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,123",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,159",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,158.1",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,157.7",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,174",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,110.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(J),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,110.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,123",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,111.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,158.2",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,177.9",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,178.1",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,196.4",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,100.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,100.8",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,110.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,177.8",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,178",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,101",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,111.7",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,196.2",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,196.1",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,196.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,123.1",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,177.8",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,174.1",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,800,"2,177",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,300,"2,174",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,"1,300","2,100",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,400,"2,110.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,800,"2,176",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,"2,100","2,159",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,"1,800","2,176.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,196",--,--,--,--
8227,しまむら,PTS(X),信用新規売,６ヵ月,特定,2025/05/16,2025/05/20,100,"10,348",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,900,"2,178",150,--,-600,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,178.2",16,--,-46,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,162.3",16,--,-346,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,162.1",16,--,-456,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,162.1",16,--,-456,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,085.6",15,--,595,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,100,"2,084.6",15,--,455,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済売,６ヵ月,特定,2025/05/16,2025/05/20,200,"2,162",33,--,-933,--
